0,4095
0,4095
0,4095
0,4094
1,4094
1,4094
1,4094
2,4093
2,4093
2,4092
3,4092
3,4091
3,4090
4,4090
4,4089
4,4088
4,4087
5,4086
5,4085
5,4084
6,4083
6,4081
6,4080
7,4079
7,4077
7,4076
8,4074
8,4073
8,4071
9,4069
9,4068
9,4066
10,4064
10,4062
10,4060
10,4058
11,4056
11,4054
11,4051
12,4049
12,4047
12,4044
13,4042
13,4039
13,4037
14,4034
14,4031
14,4028
15,4026
15,4023
15,4020
15,4017
16,4014
16,4010
16,4007
17,4004
17,4001
17,3997
18,3994
18,3990
18,3987
19,3983
19,3980
19,3976
20,3972
20,3968
20,3964
20,3960
21,3956
21,3952
21,3948
22,3944
22,3940
22,3935
23,3931
23,3926
23,3922
24,3917
24,3913
24,3908
25,3903
25,3899
25,3894
26,3889
26,3884
26,3879
26,3874
27,3869
27,3864
27,3858
28,3853
28,3848
28,3842
29,3837
29,3831
29,3826
30,3820
30,3815
30,3809
31,3803
31,3797
31,3791
31,3785
32,3779
32,3773
32,3767
33,3761
33,3755
33,3748
34,3742
34,3736
34,3729
35,3723
35,3716
35,3709
36,3703
36,3696
36,3689
37,3682
37,3676
37,3669
37,3662
38,3655
38,3647
38,3640
39,3633
39,3626
39,3618
40,3611
40,3604
40,3596
41,3589
41,3581
41,3573
42,3566
42,3558
42,3550
42,3542
43,3534
43,3526
43,3518
44,3510
44,3502
44,3494
45,3486
45,3478
45,3469
46,3461
46,3452
46,3444
47,3435
47,3427
47,3418
47,3410
48,3401
48,3392
48,3383
49,3374
49,3365
49,3357
50,3347
50,3338
50,3329
51,3320
51,3311
51,3302
52,3292
52,3283
52,3274
53,3264
53,3255
53,3245
53,3235
54,3226
54,3216
54,3206
55,3197
55,3187
55,3177
56,3167
56,3157
56,3147
57,3137
57,3127
57,3117
58,3106
58,3096
58,3086
58,3075
59,3065
59,3055
59,3044
60,3034
60,3023
60,3012
61,3002
61,2991
61,2980
62,2969
62,2959
62,2948
63,2937
63,2926
63,2915
63,2904
64,2893
64,2882
64,2870
65,2859
65,2848
65,2837
66,2825
66,2814
66,2802
67,2791
67,2779
67,2768
68,2756
68,2745
68,2733
68,2721
69,2709
69,2698
69,2686
70,2674
70,2662
70,2650
71,2638
71,2626
71,2614
72,2602
72,2590
72,2578
73,2565
73,2553
73,2541
73,2528
74,2516
74,2504
74,2491
75,2479
75,2466
75,2454
76,2441
76,2428
76,2416
77,2403
77,2390
77,2378
78,2365
78,2352
78,2339
78,2326
79,2313
79,2300
79,2287
80,2274
80,2261
80,2248
81,2235
81,2222
81,2208
82,2195
82,2182
82,2169
83,2155
83,2142
83,2128
84,2115
84,2102
84,2088
84,2075
85,2061
85,2047
85,2034
86,2021
86,2007
86,1993
87,1980
87,1966
87,1952
88,1938
88,1924
88,1910
89,1897
89,1883
89,1869
89,1855
90,1841
90,1827
90,1812
91,1798
91,1784
91,1770
92,1756
92,1742
92,1728
93,1713
93,1699
93,1685
93,1670
94,1656
94,1642
94,1627
95,1613
95,1598
95,1584
96,1569
96,1555
96,1540
97,1526
97,1511
97,1497
98,1482
98,1467
98,1453
98,1438
99,1423
99,1408
99,1394
100,1379
100,1364
100,1349
101,1334
101,1320
101,1305
102,1290
102,1275
102,1260
103,1245
103,1230
103,1215
103,1200
104,1185
104,1170
104,1155
105,1140
105,1125
105,1110
106,1094
106,1079
106,1064
107,1049
107,1034
107,1019
108,1003
108,988
108,973
108,958
109,942
109,927
109,912
110,896
110,881
110,866
111,850
111,835
111,820
112,804
112,789
112,773
113,758
113,742
113,727
113,712
114,696
114,681
114,665
115,650
115,634
115,619
116,603
116,587
116,572
117,556
117,541
117,525
117,510
118,494
118,478
118,463
119,447
119,432
119,416
120,400
120,385
120,369
121,353
121,338
121,322
122,306
122,291
122,275
122,259
123,244
123,228
123,212
124,197
124,181
124,165
125,150
125,134
125,118
126,103
126,87
126,71
126,55
127,40
127,24
127,8
128,-6
128,-22
128,-37
129,-53
129,-69
129,-84
130,-100
130,-116
130,-132
131,-147
131,-163
131,-179
131,-194
132,-210
132,-226
132,-241
133,-257
133,-273
133,-288
134,-304
134,-320
134,-335
135,-351
135,-367
135,-382
135,-398
136,-414
136,-429
136,-445
137,-461
137,-476
137,-492
138,-507
138,-523
138,-538
139,-554
139,-570
139,-585
140,-601
140,-616
140,-632
140,-647
141,-663
141,-678
141,-694
142,-709
142,-725
142,-740
143,-756
143,-771
143,-786
144,-802
144,-817
144,-833
144,-848
145,-863
145,-879
145,-894
146,-909
146,-925
146,-940
147,-955
147,-971
147,-986
148,-1001
148,-1016
148,-1031
148,-1047
149,-1062
149,-1077
149,-1092
150,-1107
150,-1122
150,-1137
151,-1153
151,-1168
151,-1183
152,-1198
152,-1213
152,-1228
152,-1243
153,-1258
153,-1273
153,-1288
154,-1302
154,-1317
154,-1332
155,-1347
155,-1362
155,-1377
156,-1391
156,-1406
156,-1421
157,-1436
157,-1450
157,-1465
157,-1480
158,-1494
158,-1509
158,-1524
159,-1538
159,-1553
159,-1567
160,-1582
160,-1596
160,-1611
161,-1625
161,-1639
161,-1654
161,-1668
162,-1683
162,-1697
162,-1711
163,-1725
163,-1740
163,-1754
164,-1768
164,-1782
164,-1796
165,-1810
165,-1824
165,-1839
165,-1853
166,-1867
166,-1880
166,-1894
167,-1908
167,-1922
167,-1936
168,-1950
168,-1964
168,-1977
169,-1991
169,-2005
169,-2019
169,-2032
170,-2046
170,-2059
170,-2073
171,-2086
171,-2100
171,-2113
172,-2126
172,-2140
172,-2153
173,-2167
173,-2180
173,-2193
173,-2206
174,-2220
174,-2233
174,-2246
175,-2259
175,-2272
175,-2285
176,-2298
176,-2311
176,-2324
176,-2337
177,-2350
177,-2363
177,-2376
178,-2388
178,-2401
178,-2414
179,-2427
179,-2439
179,-2452
180,-2464
180,-2477
180,-2489
180,-2502
181,-2514
181,-2527
181,-2539
182,-2551
182,-2564
182,-2576
183,-2588
183,-2600
183,-2612
184,-2624
184,-2636
184,-2648
184,-2660
185,-2672
185,-2684
185,-2696
186,-2708
186,-2719
186,-2731
187,-2743
187,-2755
187,-2766
188,-2778
188,-2789
188,-2801
188,-2812
189,-2824
189,-2835
189,-2846
190,-2857
190,-2869
190,-2880
191,-2891
191,-2902
191,-2913
191,-2924
192,-2935
192,-2946
192,-2957
193,-2968
193,-2979
193,-2989
194,-3000
194,-3011
194,-3021
195,-3032
195,-3043
195,-3053
195,-3063
196,-3074
196,-3084
196,-3095
197,-3105
197,-3115
197,-3125
198,-3135
198,-3145
198,-3155
199,-3165
199,-3175
199,-3185
199,-3195
200,-3205
200,-3215
200,-3224
201,-3234
201,-3244
201,-3253
202,-3263
202,-3272
202,-3282
202,-3291
203,-3300
203,-3310
203,-3319
204,-3328
204,-3337
204,-3346
205,-3355
205,-3364
205,-3373
206,-3382
206,-3391
206,-3400
206,-3408
207,-3417
207,-3426
207,-3434
208,-3443
208,-3451
208,-3460
209,-3468
209,-3476
209,-3485
209,-3493
210,-3501
210,-3509
210,-3517
211,-3525
211,-3533
211,-3541
212,-3549
212,-3557
212,-3564
212,-3572
213,-3580
213,-3587
213,-3595
214,-3602
214,-3610
214,-3617
215,-3625
215,-3632
215,-3639
216,-3646
216,-3653
216,-3661
216,-3668
217,-3674
217,-3681
217,-3688
218,-3695
218,-3702
218,-3708
219,-3715
219,-3722
219,-3728
219,-3735
220,-3741
220,-3747
220,-3754
221,-3760
221,-3766
221,-3772
222,-3778
222,-3784
222,-3790
222,-3796
223,-3802
223,-3808
223,-3814
224,-3819
224,-3825
224,-3831
225,-3836
225,-3842
225,-3847
226,-3852
226,-3858
226,-3863
226,-3868
227,-3873
227,-3878
227,-3883
228,-3888
228,-3893
228,-3898
229,-3903
229,-3907
229,-3912
229,-3917
230,-3921
230,-3926
230,-3930
231,-3935
231,-3939
231,-3943
232,-3947
232,-3952
232,-3956
232,-3960
233,-3964
233,-3968
233,-3971
234,-3975
234,-3979
234,-3983
235,-3986
235,-3990
235,-3993
235,-3997
236,-4000
236,-4003
236,-4007
237,-4010
237,-4013
237,-4016
238,-4019
238,-4022
238,-4025
238,-4028
239,-4031
239,-4033
239,-4036
240,-4039
240,-4041
240,-4044
241,-4046
241,-4049
241,-4051
241,-4053
242,-4055
242,-4058
242,-4060
243,-4062
243,-4064
243,-4066
244,-4067
244,-4069
244,-4071
244,-4073
245,-4074
245,-4076
245,-4077
246,-4079
246,-4080
246,-4081
247,-4083
247,-4084
247,-4085
247,-4086
248,-4087
248,-4088
248,-4089
249,-4090
249,-4090
249,-4091
250,-4092
250,-4092
250,-4093
250,-4093
251,-4094
251,-4094
251,-4094
252,-4094
252,-4095
252,-4095
253,-4095
253,-4095
253,-4095
253,-4095
254,-4094
254,-4094
254,-4094
255,-4093
255,-4093
255,-4092
256,-4092
256,-4091
256,-4091
256,-4090
257,-4089
257,-4088
257,-4087
258,-4086
258,-4085
258,-4084
259,-4083
259,-4082
259,-4080
259,-4079
260,-4078
260,-4076
260,-4075
261,-4073
261,-4071
261,-4070
261,-4068
262,-4066
262,-4064
262,-4062
263,-4060
263,-4058
263,-4056
264,-4054
264,-4052
264,-4049
264,-4047
265,-4045
265,-4042
265,-4040
266,-4037
266,-4034
266,-4032
267,-4029
267,-4026
267,-4023
267,-4020
268,-4017
268,-4014
268,-4011
269,-4008
269,-4004
