-319,0
-1663,0
433,0
-1225,0
-279,0
-880,0
-1144,0
1674,0
555,0
1328,0
1389,0
-1409,0
-1272,0
-582,0
-1399,0
-615,0
-400,0
-1043,0
1307,0
1440,0
310,0
-846,0
929,0
405,0
-545,0
1327,0
1378,0
-648,0
-233,0
1019,0
422,0
55,0
-69,0
-235,0
661,0
-1582,0
338,0
-1693,0
1630,0
1232,0
-1176,0
585,0
-883,0
1631,0
-131,0
-914,0
-204,0
-149,0
-2,0
1109,0
-652,0
1412,0
-1350,0
393,0
-1478,0
-468,0
1242,0
-1320,0
-402,0
-1828,0
-109,0
1361,0
-124,0
680,0
-724,0
-1840,0
-870,0
-876,0
736,0
1540,0
448,0
634,0
920,0
266,0
1197,0
-772,0
1408,0
1875,0
-624,0
-1444,0
605,0
-695,0
-259,0
-1420,0
-591,0
3293,0
-1950,0
-716,0
50,0
1017,0
212,0
-363,0
-63,0
-2037,0
-952,0
-848,0
-570,0
-896,0
1176,0
-36,0
-553,0
-512,0
479,0
1130,0
-2278,0
-1016,0
385,0
1382,0
516,0
-103,0
-948,0
-2357,0
1211,0
45,0
-952,0
976,0
-876,0
433,0
286,0
-327,0
-768,0
960,0
-166,0
-1451,0
362,0
-895,0
-1452,0
1558,0
-1754,0
-1139,0
-268,0
-718,0
-435,0
340,0
1152,0
-127,0
-349,0
-255,0
-358,0
912,0
-2146,0
-478,0
-1094,0
861,0
-578,0
963,0
884,0
115,0
-1552,0
341,0
-1418,0
826,0
945,0
2273,0
-779,0
-15,0
-1650,0
-83,0
200,0
-800,0
197,0
125,0
-947,0
548,0
1792,0
-400,0
56,0
-971,0
-287,0
396,0
498,0
-1424,0
-218,0
235,0
452,0
-823,0
951,0
-750,0
40,0
-36,0
-265,0
-187,0
-171,0
266,0
392,0
536,0
812,0
-63,0
-244,0
-817,0
-74,0
-448,0
521,0
345,0
-894,0
178,0
1158,0
0,0
402,0
-236,0
2447,0
196,0
241,0
959,0
1128,0
-195,0
222,0
-568,0
-454,0
-833,0
1071,0
-1163,0
-1783,0
-120,0
-1600,0
-260,0
-397,0
-338,0
-1075,0
-237,0
1578,0
750,0
-124,0
364,0
-992,0
-1135,0
1629,0
613,0
-31,0
955,0
-1649,0
-1429,0
-1228,0
-870,0
-412,0
-231,0
-996,0
75,0
-645,0
-44,0
-20,0
166,0
805,0
681,0
-1433,0
-1043,0
298,0
304,0
506,0
-2123,0
623,0
-676,0
1747,0
-1042,0
-88,0
313,0
-15,0
18,0
318,0
70,0
1446,0
-861,0
1014,0
-10,0
756,0
590,0
415,0
1870,0
-949,0
17,0
-133,0
-64,0
-1468,0
-703,0
-1893,0
-1944,0
431,0
-207,0
448,0
-741,0
65,0
-904,0
640,0
-1131,0
-381,0
-292,0
353,0
-1487,0
2335,0
1610,0
321,0
-629,0
539,0
300,0
-369,0
-80,0
894,0
325,0
609,0
918,0
2069,0
-1521,0
-580,0
-617,0
-818,0
35,0
915,0
-2044,0
115,0
-358,0
-1414,0
595,0
877,0
1957,0
-2132,0
2068,0
1050,0
-776,0
234,0
878,0
914,0
-1597,0
293,0
-134,0
224,0
-582,0
-1531,0
-354,0
-54,0
-408,0
305,0
-125,0
190,0
-18,0
-92,0
1037,0
327,0
-190,0
-423,0
-1038,0
-1103,0
114,0
22,0
-193,0
-288,0
-1415,0
-72,0
-119,0
184,0
-32,0
-1272,0
2046,0
-583,0
-547,0
-2060,0
-415,0
1318,0
-779,0
1251,0
1343,0
440,0
-187,0
-246,0
960,0
990,0
-634,0
-478,0
1654,0
-556,0
-27,0
295,0
1172,0
-783,0
-33,0
754,0
1185,0
924,0
-735,0
967,0
658,0
878,0
170,0
604,0
-1047,0
1859,0
-451,0
65,0
113,0
-859,0
194,0
-999,0
-1668,0
-835,0
-991,0
-363,0
-618,0
-815,0
-740,0
-546,0
-179,0
1010,0
-245,0
-1318,0
303,0
1279,0
-1462,0
-37,0
-235,0
-459,0
-756,0
-855,0
887,0
1816,0
-1417,0
104,0
-767,0
1378,0
1338,0
-2130,0
-1027,0
-573,0
-118,0
728,0
-690,0
1327,0
-673,0
-51,0
-359,0
-1856,0
456,0
-228,0
-515,0
1345,0
131,0
-290,0
1590,0
-600,0
1308,0
1400,0
1463,0
-411,0
-2004,0
149,0
-525,0
-139,0
374,0
2067,0
787,0
152,0
-339,0
1735,0
-857,0
870,0
-7,0
1309,0
1088,0
-713,0
1535,0
-93,0
575,0
-75,0
-779,0
670,0
-364,0
-561,0
-64,0
103,0
-554,0
-407,0
-856,0
-628,0
1305,0
-1708,0
860,0
-50,0
1415,0
-748,0
287,0
-148,0
456,0
1503,0
3015,0
-854,0
-912,0
274,0
-405,0
-1144,0
220,0
49,0
1739,0
-1535,0
-656,0
-994,0
1314,0
1329,0
2217,0
1508,0
2273,0
683,0
-315,0
-1208,0
770,0
1698,0
498,0
-312,0
-3,0
-163,0
402,0
-30,0
247,0
-455,0
1558,0
-780,0
2013,0
1458,0
-303,0
168,0
-468,0
-417,0
-106,0
233,0
-824,0
308,0
844,0
-460,0
680,0
749,0
-627,0
-1617,0
1012,0
-229,0
700,0
-6,0
582,0
1140,0
-238,0
-271,0
643,0
469,0
695,0
-1176,0
-3090,0
-335,0
586,0
-1321,0
766,0
-470,0
479,0
884,0
-102,0
-217,0
-1447,0
73,0
498,0
1838,0
-1785,0
965,0
1119,0
-1326,0
-1553,0
-536,0
331,0
-1467,0
-540,0
-557,0
491,0
-1044,0
-712,0
-1661,0
-254,0
-920,0
466,0
-335,0
-195,0
-367,0
-205,0
1238,0
-268,0
124,0
987,0
1115,0
274,0
-481,0
247,0
1299,0
596,0
-1509,0
1501,0
-1032,0
1275,0
63,0
-59,0
732,0
-693,0
-480,0
-602,0
467,0
452,0
-482,0
-624,0
-660,0
-621,0
1514,0
-295,0
13,0
-260,0
1154,0
601,0
1401,0
1142,0
-1527,0
-336,0
-222,0
-402,0
